 Rate.db Rowid, Rate.rr Step, Rate.rr Next Step, Rate.rr Desc, Rate.rr Online Desc, Rate.rr Edition, Rate.rr Issue, Rate.rr Length, Rate.rr Len Type, Rate.rr Zone, Rate.rr Del Meth, Rate.rr Allow Pc, Rate.rr Pay Meth, Rate.rr Easypay Meth, Rate.rr Act Ind, Rate.rr Inact Date, Rate.rr Ssm Allow, Rate.rr Taxable, Rate.rr Kiosk, Rate.rr Visible, Rate.rr Econtent Allow, Rate.rr Promo Gl Account, Rate.rr Abc Zone, Rate.rr New Grace Pol, Rate.rr New Warn, Rate.rr New Cc, Rate.rr New Stop, Rate.rr New Bal Max, Rate.rr Renew Bal Max, Rate.rr Renew Grace Pol, Rate.rr Renew Warn, Rate.rr Renew Cc, Rate.rr Renew Stop, Rate.rr Arrears1, Rate.rr Arrears1 Days, Rate.rr Arrears2, Rate.rr Arrears2 Days, Rate.rr Arrears3, Rate.rr Arrears3 Days, Rate.rr Renew1, Rate.rr Renew1 Days, Rate.rr Renew2, Rate.rr Renew2 Days, Rate.rr Renew3, Rate.rr Renew3 Days, Rate.rr Alt Issue, Rate.rr Alt Del Meth, Rate.rr Alt Abc Zone, Rate.rr Sun Rev Account, Rate.rr Mon Rev Account, Rate.rr Tue Rev Account, Rate.rr Wed Rev Account, Rate.rr Thu Rev Account, Rate.rr Fri Rev Account, Rate.rr Sat Rev Account, Sub Rate Id, Effective Date, Deliv Exp, Net, Full Rate, Sun Net, Mon Net, Tue Net, Wed Net, Thu Net, Fri Net, Sat Net, Act Fee
642,0,0,5 DAYS OF DIGITAL WITH 2 DAYS IN MAIL,THE JOURNAL 3 MONTH,TJ,WA,3,M,MAILDG,M,Y,P,N,Y,,Y,N,N,Y,Y,20,0,S,0,0,7,0,0,S,0,0,7,N,0,N,0,N,0,Y,16,Y,8,N,0,THF,I,42,,,,,,,,842,1/1/25,0,59.99,59.99,0,0,0.91939,0.91939,0.91939,0.91939,0.91939,0
643,0,0,5 DAYS OF DIGITAL WITH 2 DAYS IN MAIL,THE JOURNAL 6 MONTH,TJ,WA,6,M,MAILDG,M,Y,P,N,Y,,Y,N,N,Y,Y,20,0,S,0,0,7,0,0,S,0,0,7,N,0,N,0,N,0,Y,21,Y,10,N,0,THF,I,42,,,,,,,,843,1/1/25,0,89.99,89.99,0,0,0.68957,0.68957,0.68957,0.68957,0.68957,0
604,0,0,2 Week Home Delivery Tues-Sat.,THE JOURNAL 2 WEEK,TJ,WA,2,W,SAMP99,M,Y,CO,N,Y,,N,N,N,Y,Y,20,0,S,0,0,1,0,0,S,0,0,2,N,3,N,10,N,17,N,20,N,13,N,6,THF,I,42,,,,,,,,804,1/1/25,0,0,0,0,0,0,0,0,0,0,0
607,0,0,6-Month Subscription,THE JOURNAL 6 MONTH,TJ,WA,6,M,CD01,M,Y,P,N,N,,N,N,N,N,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,807,1/1/25,0,84.99,84.99,0,0,0.651264,0.651264,0.651264,0.651264,0.651264,0
682,0,0,1 YR COMPLIMENTARY - MAIL DELIVERED,THE JOURNAL 1 YEAR,TJ,WA,1,Y,COMP,M,Y,CO,N,Y,,N,N,N,Y,Y,60,0,S,0,0,0,0,0,S,0,0,0,N,0,N,0,N,0,N,0,N,0,N,0,THF,I,42,,,,,,,,882,1/1/25,0,0,0,0,0,0,0,0,0,0,0
470,0,0,12 Months--Out of Tuscola County Rate,12 Months Mail Delivery--Outside of Tuscola County,TA,WO,12,M,OOC,M,N,P,N,Y,,Y,Y,Y,Y,N,1,14,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,763,12/3/24,0,62,62,0,0,0,1.187739,0,0,0,0
471,0,0,12 months--Out of Tuscola County Senior Rate,12 Months Mail Delivery--Outside of Tuscola County Senior Rate,TA,WO,12,M,14,M,Y,P,N,Y,,Y,Y,Y,Y,N,1,14,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,764,12/3/24,0,54,54,0,0,0,1.034483,0,0,0,0
800,0,0,1 YR COMPLIMENTARY   - ADVERTISERS - CARRIER DELIVERED,THE JOURNAL 1 YEAR,TJ,WA,1,Y,COMP,C,Y,CO,N,Y,,N,N,N,Y,N,60,0,S,0,0,7,0,0,S,0,0,7,N,0,N,0,N,0,N,0,N,0,N,0,THF,I,42,,,,,,,,1000,1/1/25,0,0,0,0,0,0,0,0,0,0,0
801,0,0,INTERIM RATE DO NOT USE,THE JOURNAL 1 MONTH,TJ,WA,1,M,CD01,C,Y,P,N,N,7/22/25,N,N,N,N,Y,,10,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,1001,1/1/25,0,15.99,15.99,0,0,0.73517,0.73517,0.73517,0.73517,0.73517,0
802,0,0,3-Month Subscription,THE JOURNAL 3 MONTH,TJ,WA,3,M,CD01,C,Y,P,N,N,,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,1002,1/1/25,0,54.99,54.99,0,0,0.843,0.843,0.843,0.843,0.843,0
803,0,0,6-Month Subscription,THE JOURNAL 6 MONTH,TJ,WA,6,M,CD01,C,Y,P,N,Y,,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,1003,1/1/25,0,84.99,84.99,0,0,0.651264,0.651264,0.651264,0.651264,0.651264,0
804,0,0,Weekly Subscription Rate,THE JOURNAL 1 WEEK AUTO RENEW,TJ,WA,1,W,CD01,C,Y,P,B,N,,N,Y,N,Y,N,20,0,S,0,0,0,0,0,S,0,0,0,N,0,N,0,N,17,Y,3,Y,1,Y,0,THF,I,42,,,,,,,,1004,1/1/25,0,6.29,6.29,0,0,1.258,1.258,1.258,1.258,1.258,0
805,0,0,1 Year Subscription,THE JOURNAL 1 YEAR,TJ,WA,1,Y,CD01,C,Y,P,N,Y,,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,3,N,14,N,28,Y,41,Y,21,Y,7,THF,I,42,,,,,,,,1005,1/1/25,0,159.99,159.99,0,0,0.614,0.614,0.614,0.614,0.614,0
806,1,412,SPECIAL-CD03,THE JOURNAL 1 YEAR,TJ,WA,1,Y,CD02,C,Y,P,N,Y,,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,1006,1/1/25,0,154.99,154.99,0,0,0.593831,0.593831,0.593831,0.593831,0.593831,0
807,1,102,SPECIAL-CD03,THE JOURNAL 1 YEAR,TJ,WA,1,Y,CD03,C,Y,P,N,Y,,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,1007,1/1/25,0,154.99,154.99,0,0,0.593831,0.593831,0.593831,0.593831,0.593831,0
808,0,0,1-Month Subscription,THE JOURNAL 1 MONTH,TJ,WA,1,M,CD13,C,Y,P,E,Y,,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,1008,1/1/25,0,16.99,16.99,0,0,0.781149,0.781149,0.781149,0.781149,0.781149,0
809,0,0,EZPAY Subscription,THE JOURNAL 1 MONTH AUTO RENEW,TJ,WA,1,M,CD14,C,Y,P,E,N,,N,N,N,Y,N,20,0,S,1,0,7,15,15,S,1,0,14,N,1,N,14,N,28,N,41,N,10,N,0,THF,I,42,,,,,,,,1009,1/1/25,0,15.99,15.99,0,0,0.73517,0.73517,0.73517,0.73517,0.73517,0
810,0,0,EZ PAY 19.99,THE JOURNAL 1 MONTH AUTO RENEW,TJ,WA,1,M,CR0099,C,Y,P,E,N,,N,N,N,Y,Y,20,0,S,0,0,14,0,0,S,0,0,14,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,1010,1/1/25,0,19.99,19.99,0,0,0.91908,0.91908,0.91908,0.91908,0.91908,0
811,0,0,3 MONTHS,THE JOURNAL 3 MONTH,TJ,WA,3,M,CR0099,C,Y,P,N,N,,N,N,N,Y,Y,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,1011,1/1/25,0,59.99,59.99,0,0,0.91939,0.91939,0.91939,0.91939,0.91939,0
812,0,0,6 MONTH 99.99,THE JOURNAL 6 MONTH,TJ,WA,6,M,CR0099,C,Y,P,N,Y,,N,N,N,Y,Y,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,1012,1/1/25,0,99.99,99.99,0,0,0.76621,0.76621,0.76621,0.76621,0.76621,0
813,0,0,Print and Digital 1 year for $189.99,THE JOURNAL 12 MONTH,TJ,WA,12,M,CR0099,C,Y,P,N,Y,,N,N,N,Y,Y,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,1013,1/1/25,0,189.99,189.99,0,0,0.727931,0.727931,0.727931,0.727931,0.727931,0
814,0,0,1 Month EZ Pay Home Delivery,THE JOURNAL 1 MONTH AUTO RENEW,TJ,WA,1,M,RN0099,C,Y,P,E,N,,N,N,N,Y,Y,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,1014,1/1/25,0,15.99,15.99,0,0,0.73517,0.73517,0.73517,0.73517,0.73517,0
815,0,0,3 Months Print and Digital,THE JOURNAL 3 MONTH,TJ,WA,3,M,RN0099,C,Y,P,N,N,,N,N,N,Y,Y,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,1015,1/1/25,0,59.99,59.99,0,0,0.91939,0.91939,0.91939,0.91939,0.91939,0
816,0,0,5 DAY DIGITAL ACCESS WITH 2 DAYS OF DELIVERY,THE JOURNAL 6 MONTH,TJ,5D,6,M,KK5DAY,C,Y,P,N,Y,,N,N,N,Y,Y,20,0,S,0,0,7,0,0,S,0,0,7,N,3,N,10,N,17,Y,21,Y,10,N,,THF,I,42,,,,,,,,1016,1/1/25,0,89.99,89.99,0,0,0.68957,0.68957,0.68957,0.68957,0.68957,0
817,0,0,1 Year Print and Digital,THE JOURNAL 12 MONTH,TJ,WA,12,M,RN0099,C,Y,P,N,Y,,N,N,N,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,14,Y,21,Y,41,Y,21,Y,7,THF,I,42,,,,,,,,1017,1/1/25,0,169.99,169.99,0,0,0.651,0.651,0.651,0.651,0.651,0
818,1,412,$99 Print & HD for a year,The Journal 1 Year,TJ,WA,1,Y,RN0099,C,Y,P,N,Y,,N,Y,Y,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,1018,1/1/25,0,99,99,0,0,0.3807,0.3807,0.3807,0.3807,0.3807,0
635,0,0,2025 Price Inc Fallback Rate $14.99,NOT FOR PUBLIC,TJ,WA,1,M,FB1M1499,M,Y,P,E,Y,,N,Y,N,Y,N,,0,S,0,0,14,0,0,S,0,0,14,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,892,12/23/24,0,14.99,14.99,0,0,0.689195,0.689195,0.689195,0.689195,0.689195,0
695,0,0,2025 fallback Rate $10.99,NOT FOR PUBLIC,TJ,WA,1,M,FB1M1099,M,Y,P,E,Y,,N,Y,N,Y,N,,0,S,0,0,14,0,0,S,0,0,14,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,896,12/23/24,0,10.99,10.99,0,0,0.505287,0.505287,0.505287,0.505287,0.505287,0
696,0,0,2025 fallback Rate $9.99,2025 fallback Rate $9.99,TJ,WA,1,M,FB1M999,M,Y,P,E,Y,,N,Y,N,Y,N,,0,S,0,0,14,0,0,S,0,0,14,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,897,12/23/24,0,9.99,9.99,0,0,0.45931,0.45931,0.45931,0.45931,0.45931,0
697,0,0,WED AND SAT ONLY,NOT FOR PUBLIC,TJ,WA,1,M,KK2DAY,C,Y,P,E,Y,,N,Y,N,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,0,,,,,,,,898,12/23/24,0,11.99,11.99,0,0,0.55126,0.55126,0.55126,0.55126,0.55126,0
698,0,0,The Journal 12M $159.99,2 days mail delivery with full digital access,TJ,WA,12,M,CD01,M,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,14,Y,28,Y,41,Y,21,Y,7,,N,0,,,,,,,,899,1/15/25,0,159.99,159.99,0,0,0,1.532471,0,0,1.532471,0
699,1,313,2025 25% DIRECT MAIL OFFER,2025 25% DIRECT MAIL OFFER,TR,WS,1,Y,MAIL,M,Y,P,N,N,,N,Y,Y,Y,N,,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,900,1/16/25,0,48.75,48.75,0,0,0,24.37,0,0,24.38,0
700,1,338,2025 25% DIRECT MAIL OFFER,2025 25% DIRECT MAIL OFFER,LJ,WS,52,W,MAIL,M,Y,P,N,Y,,N,Y,Y,Y,N,LJ01,0,S,0,0,15,0,0,S,0,0,10,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,901,1/16/25,0,48.75,48.75,0,0,0,0.47,0,0,0.47,0
701,0,0,WED AND SAT EDITIONS ONLY,NOT FOR PUBLIC - 12M 2 DAY MAIL,TJ,WA,12,M,PRNTONLY,M,Y,P,N,Y,,N,Y,N,Y,N,,14,S,0,0,7,0,0,S,0,0,7,N,,N,,N,,Y,30,Y,10,N,,THF,I,42,,,,,,,,902,1/20/25,0,129.99,129.99,0,0,0,1.245115,0,0,1.245115,0
702,0,0,2025 Price Inc Fallback Rate $139.99,NOT FOR PUBLIC,TJ,WA,12,M,FB12M139,C,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,903,1/20/25,0,139.99,139.99,0,0,0,1.3409,0,0,1.3409,0
704,0,0,WED AND SAT EDITIONS ONLY,NOT FOR PUBLIC - 6M 2 DAY MAIL,TJ,WA,6,M,PRNTONLY,M,Y,P,N,Y,,N,Y,N,Y,N,,14,S,0,0,7,0,0,S,0,0,7,N,,N,,N,,Y,21,Y,10,N,,THF,I,42,,,,,,,,904,1/20/25,0,69.99,69.99,0,0,0,1.340805,0,0,1.340805,0
705,0,0,2025 3M WA Fallback Rate,not for public,TJ,WA,3,M,FB3M45,M,Y,P,N,N,,N,Y,N,Y,N,,14,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,905,1/20/25,0,44.95,44.95,0,0,0,1.723755,0,0,1.723755,0
703,0,0,2025 FALLBACK RATE $149.99,NOT FOR PUBLIC,TJ,WA,12,M,FB12M149,M,Y,P,N,Y,,N,Y,Y,Y,N,,14,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,906,1/20/25,0,149.99,149.99,0,0,0,1.436686,0,0,1.436686,0
706,0,0,Digital Only 1M $9.99,not for public,TJ,5D,1,M,DIGI999,I,Y,P,E,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,907,1/20/25,0,9.99,9.99,0,0,0.45631,0.45631,0.45631,0.45631,0.45631,0
600,0,0,3 MOS. COMP - WESTMINSTER & KEOWEE,THE JOURNAL 3 MONTH,TJ,WA,3,M,20,M,Y,CO,N,N,7/22/25,N,Y,Y,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,800,1/1/25,0,49.99,49.99,0,0,0.76613,0.76613,0.76613,0.76613,0.76613,0
683,0,0,EZ PAY MAIL *DO NOT USE,THE JOURNAL 1 MONTH,TJ,WA,0,M,34,M,Y,P,N,N,7/22/25,N,Y,N,Y,N,,34,S,0,0,20,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,883,1/1/25,0,11.49,11.49,0,0,1.649,1.649,1.649,1.649,1.649,0
605,0,0,INTERIM RATE DO NOT USE,THE JOURNAL 1 MONTH,TJ,WA,1,M,CD01,M,Y,P,N,N,7/22/25,N,N,N,N,Y,,20,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,THF,I,42,,,,,,,,805,1/1/25,0,15.99,15.99,0,0,0.73517,0.73517,0.73517,0.73517,0.73517,0
608,0,0,Weekly Subscription Rate,THE JOURNAL 1 WEEK AUTO RENEW,TJ,WA,1,W,CD01,M,Y,P,B,N,,N,Y,N,Y,N,20,0,S,0,0,0,0,0,S,0,0,0,N,0,N,0,N,17,Y,3,Y,1,Y,0,THF,I,42,,,,,,,,808,1/1/25,0,6.29,6.29,0,0,1.258,1.258,1.258,1.258,1.258,0
609,0,0,1 Year Subscription,THE JOURNAL 1 YEAR,TJ,WA,1,Y,CD01,M,Y,P,N,Y,,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,3,N,14,N,28,Y,41,Y,21,Y,7,THF,I,42,,,,,,,,809,1/1/25,0,159.99,159.99,0,0,0.614,0.614,0.614,0.614,0.614,0
606,0,0,3-Month Subscription,THE JOURNAL 3 MONTH,TJ,WA,3,M,CD01,M,Y,P,N,N,,N,N,N,N,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,806,1/1/25,0,54.99,54.99,0,0,0.843,0.843,0.843,0.843,0.843,0
601,0,0,30-Day Free Trial,THE JOURNAL 4 WEEK,TJ,WA,4,W,CD01,M,Y,CO,N,N,,N,Y,N,Y,N,,0,S,5,0,0,0,0,S,0,0,0,N,0,N,0,N,0,N,0,Y,12,Y,6,THF,I,42,,,,,,,,801,1/1/25,0,0,0,0,0,0,0,0,0,0,0
610,1,644,SPECIAL-CD03,THE JOURNAL 1 YEAR,TJ,WA,1,Y,CD02,M,Y,P,N,Y,,N,N,N,Y,N,20,0,S,1,0,7,0,0,S,1,0,7,Y,1,N,14,N,28,Y,41,Y,10,Y,0,THF,I,42,,,,,,,,810,1/1/25,0,154.99,154.99,0,0,0.593831,0.593831,0.593831,0.593831,0.593831,0
446,0,0,225 Price Incr Fall Back Rate 199.99,225 Price Incr Fall Back Rate 199.99,TJ,5D,12,M,FB12M199,C,Y,P,N,Y,,N,Y,N,N,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,739,11/12/24,0,199.99,199.99,0,0,0.766245,0.766245,0.766245,0.766245,0.766245,0
447,0,0,2025 Price INc Fallback Rate $189.99,NOT FOR PUBLIC,TJ,5D,12,M,FB12M189,C,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,740,11/12/24,0,189.99,189.99,0,0,0.727921,0.727921,0.727921,0.727921,0.727921,0
448,0,0,2025 Price increase Fallback Rate $179.99,NOT FOR PUBLIC,TJ,5D,12,M,FB12M179,C,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,741,11/12/24,0,179.99,179.99,0,0,0.689617,0.689617,0.689617,0.689617,0.689617,0
449,0,0,2025 Price increase Fallback Rate $169.99,NOT FOR PUBLIC,TJ,WA,12,M,FB12169,C,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,14,Y,28,Y,41,Y,21,Y,7,THF,I,0,,,,,,,,742,11/12/24,0,169.99,169.99,0,0,0.651303,0.651303,0.651303,0.651303,0.651303,0
450,0,0,2025 Price Inc Fallback Rate 109.99,NOT FOR PUBLIC,TJ,5D,6,M,FB6M109,C,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,743,11/12/24,0,109.99,109.99,0,0,0.842835,0.842835,0.842835,0.842835,0.842835,0
451,0,0,2025 Price Inc Fallback Rate $99.99,NOT FOR PUBLIC,TJ,5D,6,M,FB6M99,C,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,744,11/12/24,0,99.99,99.99,0,0,0.766207,0.766207,0.766207,0.766207,0.766207,0
452,0,0,2025 Price Inc Fallback Rate $89.99,NOT FOR PUBLIC,TJ,5D,6,M,FB6M89,C,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,745,11/12/24,0,89.99,89.99,0,0,0.689879,0.689579,0.689579,0.689579,0.689579,0
453,0,0,2025 Price Inc Fallback Rate $18.99,NOT FOR PUBLIC,TJ,5D,1,M,FB1M1899,C,Y,P,E,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,746,11/13/24,0,18.99,18.99,0,0,0.873103,0.873103,0.873103,0.873103,0.873103,0
454,0,0,2025 Price Inc Fallback Rate $17.99,NOT FOR PUBLIC,TJ,5D,1,M,FB1M1799,C,Y,P,E,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,747,11/13/24,0,17.99,17.99,0,0,0.827126,0.827126,0.827126,0.827126,0.827126,0
455,0,0,2025 Price Inc Fallback Rate $16.99,NOT FOR PUBLIC,TJ,5D,1,M,FB1M1699,C,Y,P,E,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,748,11/13/24,0,16.99,16.99,0,0,0.781149,0.781149,0.781149,0.781149,0.781149,0
456,0,0,5 DAY DIGITAL ACCESS WITH 2 DAYS OF DELIVERY,NOT FOR PUBLIC,TJ,5D,1,M,KK5DAY,C,Y,P,E,Y,,N,Y,N,Y,N,20,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,749,11/13/24,0,15.99,15.99,0,0,0.735172,0.735172,0.735172,0.735172,0.735172,0
457,0,0,2025 Price Inc Fallback Digital $209.99,NOT FOR PUBLIC,TJ,5D,12,M,FD12M209,I,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,750,11/13/24,0,209.99,209.99,0,0,0.804559,0.804559,0.804559,0.804559,0.804559,0
458,0,0,2025 Price Inc Fallback Digital $199.99,NOT FOR PUBLIC,TJ,5D,12,M,FD12M199,I,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,751,11/13/24,0,199.99,199.99,0,0,0.766245,0.766245,0.766245,0.766245,0.766245,0
459,0,0,2025 Price Inc Fallback Digital $189.99,NOT FOR PUBLIC,TJ,5D,12,M,FD12M189,I,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,752,11/13/24,0,189.99,189.99,0,0,0.727931,0.727931,0.72793174,0.727931,0.727931,0
460,0,0,2025 Price Inc Fallback Digital $179.99,NOT FOR PUBLIC,TJ,5D,12,M,FD12M179,I,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,753,11/13/24,0,179.99,179.99,0,0,0.689617,0.689617,0.689617,0.689617,0.689617,0
461,0,0,2025 Price Inc Fallback Digital $169.99,NOT FOR PUBLIC,TJ,5D,12,M,FD12M169,I,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,754,11/13/24,0,169.99,169.99,0,0,0.651303,0.651303,0.651303,0.651303,0.651303,0
462,0,0,2025 Price Inc Fallback Digital 6M $109.99,NOT FOR PUBLIC,TJ,5D,6,M,FD6M109,I,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,755,11/13/24,0,109.99,109.99,0,0,0.842835,0.842835,0.842835,0.842835,0.842835,0
463,0,0,2025 Price Inc Fallback Digital 6M $99.99,NOT FOR PUBLIC,TJ,5D,6,M,FD6M99,I,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,756,11/13/24,0,99.99,99.99,0,0,0.766207,0.766207,0.766207,0.766207,0.766207,0
464,0,0,2025 Price Inc Fallback Digital 6M $89.99,NOT FOR PUBLI,TJ,5D,6,M,FD6M89,I,Y,P,N,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,757,11/13/24,0,89.99,89.99,0,0,0.689579,0.689579,0.689579,0.689579,0.689579,0
465,0,0,2025 Price Inc Fallback Digital 1M $18.99,NOT FOR PUBLIC,TJ,5D,1,M,FD1M1899,I,Y,P,E,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,758,11/13/24,0,18.99,18.99,0,0,0.873103,0.873103,0.873103,0.873103,0.873103,0
466,0,0,2025 Price Inc Fallback Digital 1M $17.99,NOT FOR PUBLIC,TJ,5D,1,M,HD1M1799,I,Y,P,E,Y,,N,Y,N,Y,N,,0,S,0,0,7,0,0,S,0,0,7,Y,3,Y,10,Y,17,Y,20,Y,13,Y,6,,N,0,,,,,,,,759,11/13/24,0,17.99,17.99,0,0,0.827126,0.827126,0.827126,0.827126,0.827126,0
